720000006001020918001   5321 #001    N  10001     2     DBDDEDEAAABDEBDABAEECDBBCDCAEDDDBDAAEEAABBCEDBDEACEEDCCDDEBD
720000006001020918001   5321 #001    N  10002     2     CEBCCCEBBCEEAECCEBCAAAABBEAEDBCEEDEBEDBEEBEEBDBCECDDAACBEEEA
720000006001020918001   5321 #001    N  10003     2     DEBBAAADBBBAAADACDDEEEDBCCDBBACABECADBAEAEECDBCDEAABBEDEBDDC
720000006001020918001   5321 #001    N  10004     2     CEADEBBBCACABABDCAECABCAEECABEBBBABDADEDEDACADEBADCCCCCCCBAD
720000006001020918001   5321 #001    N  10005     2     CBBDDCAADCDDEDCCDDADDDDCEDCDCDBBCEEAAAEAECACDEBEDCBECAADAECE
720000006001020918001   5321 #001    N  10006     2     AADCEECDDBBACCADDDEEBBAAABDCACEBCAADAECCAADABCBEBBBBDBCCBDEA
720000006001020918001   5321 #001    N  10007     2     BCDEAEBCDBECDBBECEDABBBDDEEBDCAADBBDEBBADDDBDEECBBCACDBADBDD
720000006001020918001   5321 #001    N  10008     2     ACCCAAAAADADABAACBEADCCBBCAAAAAAEBBEEDBAAAEDBDABCBBECDEBEEED
720000006001020918001   5321 #001    N  10009     2     EDDACBAACDBABCAAEEEACBCDCCECAADDACCADCDDAABCCBACDEEBEEDCCBBA
720000006001020918001   5321 #001    N  10010     2     ACBCBAADCEEACEBECDABEBCCBADCCBDADAEDBCECBDEEECEADABEABCBBCCC
720000006001020918001   5321 #001    N  10011     2     ABDBEBACCDABEDDCCBCBDBDCABABBCECBDACECBEEDAEBDBDCECDADAADCCE
720000006001020918001   5321 #001    N  10012     2     CAEBBDCEBEEADDDDBBBDCEDCEDBDEEBACAEDDDEBBDACBCEBDCBDAACBAEAC
720000006001020918001   5321 #001    N  10001     1     DCBBBEECAAAADEDBECABAECBDABDBBCBBEECEBEABAAAEDDDBDEEBDBEDBBEBEECEDACDBCADCECDDDCAEEEEBBACEAAAABBDCAB
720000006001020918001   5321 #001    N  10002     1     EABEBDDDCABDEBCABBDCBEECADBABBEBBDEACCECCEBBAAABEDAECEAEEEBDABDCDCEEEDBEAEBEAEDCDEAEECCECDBABCDCDACA
720000006001020918001   5321 #001    N  10003     1     ECCBEEDDDBEBBDADBBCCCAEABCEECEBEDBCCDCCADBCBEBCBECAACCAAEACDAACBDACBAAAADDABDEDCBECCEBEEEACCDBBECBBE
720000006001020918001   5321 #001    N  10004     1     EEAEEDCDACEECEABEDDDBDAEAECBECDBABCCAAECCDEBEEEEAABCABEDBBBCEAAEEAADABDEECDDEBCABEDECEEEEECBCEDEEECB
720000006001020918001   5321 #001    N  10005     1     BCDCBDECACEDCEDAAECCACADBBBCDEBCAAAAABAACAEAEAEEECDBAEBEEECDCACCBAEAACDBDBDDCABEDBCABBCEBCAAAEEBECAD
720000006001020918001   5321 #001    N  10006     1     CEBAEADEEBBBBCCDACACEECEBDBCBDDCEBDECEECBCEAACDCDDACECAEEDEBABADDADBDABEBCDEACBCCAEBCDCBCADDEACAEEDA
720000006001020918001   5321 #001    N  10007     1     BDEECEBEBEDDAAEBABDBCEDAADEDEBCDABACDBEADDACDCDAECEEAADDBCDDDDDBABCBEADCABEEBADDDCADCDDDEBECDEAAAAAB
720000006001020918001   5321 #001    N  10008     1     EAEBACBCACDDDAEBCEECBECBCCABCEEAAEECECBAECADDCBAAEDAADABDBDBDBDECEAAECCABEBCBDCADEDDCECBBBECDECCDAEC
720000006001020918001   5321 #001    N  10009     1     ADDCBBEDDBDEDAAADDEDEDBBAAECBBADABACBBBCDCACBCABCDEDEEDDBDDBDEDBABCBADCEABCDEDEEADCBEEDBBBCEEBAABAEC
720000006001020918001   5321 #001    N  10010     1     CEBEEECDEABCCCDEECAADBADCECCAADEDEDEDBAEAEEBEDBDAEAEDACECDCCAABCADBEDEECCCBDAEEABEDEADAACEDAABEDECCC
