720000006001020918001   5321 #001    N  34105     3     DDBACBDACDCECAADCDCCDECBDECBBEEECCDAEAED
720000006001020918001   5321 #001    N  34105     2     BCBCEBAAEABEACCBDBEDCEBABDAEACAEACBEDDCDEEEBAEEABBEBBEBBDABD
720000006001020918001   5321 #001    N  32602     1     BDEADBCDCEDBCBACCDBBADEAEECEAACCDCCDDBADCDBDBEBEEAACCCDADADCBEACAAEABAECEEAEBBBCECBEBCBEDEABDCADEEBC
720000006001020918001   5321 #001    N  32602     5     DCDECCCDBEBACCEEDBCEBEDEAEDBDAEEDEBBDBBEEDCEECCDCDDBCDCDDECBDABDCDCEBDAEDAACEBCBBCCBABEAEBAEBEDEEBAC
720000006001020918001   5321 #001    N  26210     1     BDDEAEDEEEDDACDCECDACDBDCCDABAEADDBADAEABDBABEAEABDBBECBECCDEECBCEDBDEEDBCCAADABADBAEAAAACCDEEDECDCE
720000006001020918001   5321 #001    N  26210     5     ECCAEEAEDBEDEDBBCACCACEEEDAADCAAEBAACEEDECEDAAADACABEEECBBBAACEDEEDBBDADAEACDECACAEBECDCAEAEBBEAAEDA
720000006001020918001   5321 #001    N  13604     2     BABBDEEDDABEDAEEABAEDBBBEAAECECDBEBADBEDDCBCDCEABBABDCEECDCC
720000006001020918001   5321 #001    N  13604     1     DECEDCDEBCACEDEDCABCCEAAAEBBAEBAEDBCCCBBBBBDCDECEEBDCCDBABAADCCEBCCBBEDEEAAECEACAABCCADDBCBCBEEBAACA
720000006001020918001   5321 #001    N  21611     2     BDBDDDAADCEEDDCEAADDCCEBCBECCDADACBDDADBCAAEBACCAAACCAEAEDEE
720000006001020918001   5321 #001    N  21611     4     BDCCCEABBDBBCCAEECBDDDCDABBBEDCCDDDEDEDDCBDEAADDABBABBCCDAAB
720000006001020918001   5321 #001    N  29309     3     EDAEBEBDACDDDABCACEEDDECEAAEADDBABABEDAC
720000006001020918001   5321 #001    N  29309     2     BCEDDEDCAABEEAEEAEADEACAEECCBEAADCAACDAACBDEAADDABBABBCCDAAB
720000006001020918001   5321 #001    N  29304     2     DDCCBEAAEAAACBEADAADBDAAEDCAAAACCDDEDDBBEABCCADDEBDCCBEBBCCB
720000006001020918001   5321 #001    N  29304     4     EBDADACBADCCBCCAECAADDBCEEACDACAABDDEECDCDDDCACCBBDBBDDAAEDD
720000006001020918001   5321 #001    N  32708     5     BBBEADEBDEABEDCEEBDDECBBCAEAACCEAACACBEBDEABABABCAECCADCDDCBDAECAEEDBBECEBCEDABAADDEBDDEBDCABECADACA
720000006001020918001   5321 #001    N  32708     2     AECBDADADEEADEEACCAEEBCBAEAEACBCAEADDACDCACDCADADBBADABDDBEE
